Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,State,Cylinders,Capacity
Volkswagen,2020,T-Cross,2020 Volkswagen T-Cross 85TSI Life,USED,Automatic,Front,Premium,5.4,18627.0,Blue / Black,3 cyl,SUV,4 Doors, 5 Seats, NT,3.0,1.0
Renault,2020,Koleos,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,Front,Unleaded,8.1,54660.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.5
Porsche,2021,Cayenne,2021 Porsche Cayenne GTS,USED,Automatic,AWD,Premium,12.2,14369.0,"Black / Extended Partial Leather Interior, Seat Centres In Fabric, Black",8 cyl,SUV,4 Doors, 4 Seats, WA,8.0,4.0
Holden,2013,Cruze,2013 Holden Cruze CD,USED,Manual,Front,Unleaded,7.0,54112.0,Red / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.8
Hyundai,2015,I30,2015 Hyundai I30 Tourer Active 1.6 GDI,USED,Automatic,Front,Unleaded,6.9,54359.0,Silver / Black  Cloth,4 cyl,Wagon,4 Doors, 5 Seats,VIC,4.0,1.6
Ford,2016,Ranger,2016 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.8,131953.0,White / Black,5 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,5.0,3.2
Holden,2017,Calais,2017 Holden Calais V Director EDT,USED,Automatic,Rear,Unleaded,12.9,45857.0,Grey / Black,8 cyl,Sedan,4 Doors, 5 Seats,NSW,8.0,6.2
Lexus,2004,SC430,2004 Lexus SC430,USED,Automatic,Rear,Premium,12.0,44329.0,Blue / Beige,8 cyl,Convertible,2 Doors, 4 Seats,VIC,8.0,4.3
Holden,2013,Colorado,2013 Holden Colorado LX (4X4),USED,Manual,4WD,Diesel,8.1,123905.0,- / -,4 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,4.0,2.8
Suzuki,2019,Vitara,2019 Suzuki Vitara 1.6L,USED,Automatic,Front,Unleaded,6.2,51043.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,1.6
Nissan,2020,X-Trail,2020 Nissan X-Trail TI (4WD) (5YR),USED,Automatic,4WD,Unleaded,8.3,30620.0,Black / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.5
Renault,2023,Koleos,2023 Renault Koleos Iconic Edition,NEW,Automatic,Front,Unleaded,7.6,9.0,White / Grey,-,SUV,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2015,Kluger,2015 Toyota Kluger Grande (4X2),USED,Automatic,Front,Unleaded,10.4,129570.0,White / -,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.5
Nissan,2016,Navara,2016 Nissan Navara DX,USED,Manual,Rear,Unleaded,9.9,89442.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.5
Suzuki,2018,Swift,2018 Suzuki Swift GL Navigator,USED,Automatic,Front,Unleaded,4.8,39436.0,White / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.2
BMW,2019,X2,2019 BMW X2 Sdrive20I M Sport,USED,Automatic,Front,Premium,6.0,45975.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Toyota,2019,Camry,2019 Toyota Camry Ascent (hybrid),USED,Automatic,Front,Hybrid,4.2,23131.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
BMW,2015,X3,2015 BMW X3 Xdrive 20D,USED,Automatic,4WD,Diesel,5.4,173862.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
GWM,2023,UTE,2023 GWM UTE Cannon Vanta (4X4),NEW,Automatic,4WD,Diesel,9.4,7.0,Black / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.0
Mazda,2014,2,2014 Mazda 2 NEO,USED,Manual,Front,Unleaded,5.4,63019.0,Purple / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Alfa,2012,Romeo,2012 Alfa Romeo 159 Sportwagon 2.4 JTD TI,USED,Automatic,Front,Diesel,8.0,199379.0,Black / Black,5 cyl,Wagon,4 Doors, 5 Seats,VIC,5.0,2.4
BMW,2022,IX,2022 BMW IX Xdrive40 Sport,USED,Automatic,AWD,Electric,7.6,5500.0,Black / Black,0 L,SUV,4 Doors, 5 Seats,VIC,4.0,2.2
Nissan,2018,Qashqai,2018 Nissan Qashqai ST,USED,Automatic,Front,Unleaded,6.9,110385.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Nissan,2022,Leaf,2022 Nissan Leaf,USED,Automatic,Front,Electric,7.6,2300.0,Black / Black,0 L,Hatchback,5 Doors, 5 Seats,QLD,4.0,2.2
Mazda,2012,2,2012 Mazda 2 Genki,USED,Automatic,Front,Unleaded,6.8,85492.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Hyundai,2016,Tucson,2016 Hyundai Tucson Elite (awd),USED,Automatic,AWD,Unleaded,7.7,106961.0,White / Cloth,4 cyl,SUV,4 Doors, 5 Seats, SA,4.0,1.6
Toyota,2021,Landcruiser,2021 Toyota Landcruiser LC200 VX (4X4),USED,Automatic,4WD,Diesel,9.5,50882.0,Black / -,8 cyl,SUV,4 Doors, 7 Seats, WA,8.0,4.5
Volkswagen,2021,Amarok,2021 Volkswagen Amarok TDI580 Highline 4Motion,USED,Automatic,4WD,Diesel,9.5,71514.0,Grey / -,6 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,6.0,3.0
Lexus,2017,LC500,2017 Lexus LC500 V8,USED,Automatic,Rear,Premium,11.6,66398.0,White / Black,8 cyl,Coupe,2 Doors, 4 Seats,NSW,8.0,5.0
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,60852.0,Silver / -,4 cyl,Hatchback,4 Doors, 5 Seats, WA,4.0,2.0
Audi,2007,A4,2007 Audi A4 3.2 FSI Quattro,USED,Automatic,AWD,Premium,10.8,199987.0,Silver / -,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,3.1
Renault,2022,Arkana,2022 Renault Arkana Intens,DEMO,Automatic,Front,Unleaded,6.0,3075.0,White / Dark Charcoal Leath,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.3
Toyota,2018,Landcruiser,2018 Toyota Landcruiser Prado GXL (4X4),USED,Manual,4WD,Diesel,7.9,117922.0,White / -,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,2.8
Mitsubishi,2020,ASX,2020 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,7.6,59931.0,Blue / Black Fabric,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Audi,2010,A5,2010 Audi A5 Sportback 2.0 Tfsi Quattro,USED,Automatic,AWD,Premium,7.5,44175.0,White / Black,4 cyl,Hatchback,5 Doors, 4 Seats,NSW,4.0,2.0
Jeep,2013,Grand,2013 Jeep Grand Cherokee Overland (4X4),USED,Automatic,AWD,Premium,11.0,195024.0,White / Black,6 cyl,SUV,4 Doors, 5 Seats, WA,6.0,3.6
BMW,2022,3,2022 BMW 3 Series 25i,USED,Automatic,Rear,Premium,7.6,22103.0,White / Vernasca Black Leather & Decor Stitching,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX Adas (4X4),USED,Automatic,4WD,Diesel,8.6,90000.0,White / Cloth,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,2.4
Nissan,2016,X-Trail,2016 Nissan X-Trail ST 7 Seat (fwd),USED,Automatic,Front,Unleaded,7.9,134932.0,Silver / -,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,2.5
Subaru,2016,XV,2016 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,7.1,54357.0,White / -,4 cyl,SUV,4 Doors, 5 Seats, SA,4.0,2.0
Mazda,2016,CX-3,2016 Mazda CX-3 Maxx (fwd),USED,Automatic,Front,Unleaded,6.1,56280.0,White / Black/Black,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Skoda,2022,Kamiq,2022 Skoda Kamiq Monte Carlo 110TSI,DEMO,Automatic,Front,Premium,5.6,534.0,White / Sportline,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.5
Porsche,2007,Cayenne,2007 Porsche Cayenne S,USED,Automatic,AWD,Premium,13.7,206149.0,Silver / Black,8 cyl,SUV,4 Doors, 5 Seats,NSW,8.0,4.8
Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,49945.0,White / -,4 cyl,Hatchback,4 Doors, 5 Seats,NSW,4.0,2.0
Toyota,2013,Kluger,2013 Toyota Kluger Altitude (fwd) 7 Seat,USED,Automatic,Front,Unleaded,11.0,188500.0,Silver / Black,6 cyl,SUV,4 Doors, 7 Seats,VIC,6.0,3.5
Toyota,2017,Hilux,2017 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.5,46713.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Toyota,2007,HiAce,2007 Toyota HiAce Grand Cabin,USED,Automatic,Other,Unleaded,7.6,67414.0,White / Black,-,Commercial,missing_dr,missing_seats,NSW,4.0,2.2
Toyota,2015,RAV4,2015 Toyota RAV4 GX (2WD),USED,Automatic,Front,Unleaded,7.4,119342.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,8.6,44075.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats, SA,4.0,2.4
Jeep,2022,Gladiator,2022 Jeep Gladiator Rubicon (4X4),NEW,Automatic,4WD,Unleaded,12.4,55.0,Grey / Leather - Off Black,6 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,6.0,3.6
Toyota,2008,Landcruiser,2008 Toyota Landcruiser GXL (4X4),USED,Automatic,4WD,Diesel,10.3,242332.0,White / -,8 cyl,SUV,4 Doors, 8 Seats,TAS,8.0,4.5
Holden,2016,Colorado,2016 Holden Colorado LT (4X2),USED,Automatic,Rear,Diesel,8.8,184421.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Nissan,2010,Navara,2010 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,9.8,259488.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,4.0,2.5
Ford,2019,Everest,2019 Ford Everest Sport (4WD 7 Seat),USED,Automatic,4WD,Diesel,7.0,29889.0,Silver / Black Leather,4 cyl,SUV,4 Doors, 7 Seats,VIC,4.0,2.0
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,71402.0,Grey / Grey,6 cyl,SUV,4 Doors, 7 Seats,VIC,6.0,3.5
BMW,2016,220I,2016 BMW 220I M-Sport,USED,Automatic,Rear,Premium,6.0,84910.0,White / Black,4 cyl,Coupe,2 Doors, 4 Seats,QLD,4.0,2.0
Isuzu,2013,D-MAX,2013 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,8.1,200259.0,Silver / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,3.0
Toyota,2023,Fortuner,2023 Toyota Fortuner Crusade,USED,Automatic,4WD,Diesel,7.6,19.0,Silver / Black Leather Accented,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,2.8
Renault,2016,Clio,2016 Renault Clio RS 200 Sport,USED,Automatic,Front,-,6.3,83160.0,Red / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.6
Volkswagen,2020,Amarok,2020 Volkswagen Amarok TDI580 Highline 4Motion,USED,Automatic,4WD,Diesel,9.5,52451.0,- / -,6 cyl,Ute / Tray,4 Doors, 5 Seats, WA,6.0,3.0
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,53474.0,Blue / -,4 cyl,Hatchback,4 Doors, 5 Seats,QLD,4.0,2.0
Ford,2011,Territory,2011 Ford Territory Titanium (4X4),USED,Automatic,AWD,Diesel,9.0,328463.0,Black / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,2.7
Hyundai,2018,I30,2018 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,82292.0,White / Black,4 cyl,Hatchback,4 Doors, 5 Seats,NSW,4.0,2.0
Jeep,2009,Wrangler,2009 Jeep Wrangler Unlimited Sport (4X4),USED,Manual,4WD,Unleaded,11.8,123556.0,Red / Grey,6 cyl,SUV,4 Doors, 5 Seats,QLD,6.0,3.8
LDV,2018,G10,2018 LDV G10,USED,Automatic,Rear,Diesel,8.6,54105.0,Black / Grey,4 cyl,Commercial,4 Doors, 2 Seats,NSW,4.0,1.9
MG,2022,HS,2022 MG HS +EV Phev Excite,DEMO,Automatic,Front,Hybrid,1.7,5.0,White / -,4 cyl,SUV,5 Doors, 5 Seats,QLD,4.0,1.5
Hyundai,2018,I30,2018 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,12804.0,Blue / Black,4 cyl,Hatchback,4 Doors, 5 Seats,NSW,4.0,2.0
Toyota,2012,Hilux,2012 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.3,218928.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,3.0
Toyota,2012,Vellfire,2012 Toyota Vellfire 7 Seater Luxury People Mover,USED,Automatic,Other,-,7.6,80244.0,White / -,-,Commercial,missing_dr,missing_seats, WA,4.0,2.2
Mazda,2014,3,2014 Mazda 3 NEO,USED,Automatic,Front,Unleaded,5.8,119724.0,Grey / Black,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,2.0
Ford,2012,Fiesta,2012 Ford Fiesta CL PwrShift,USED,Automatic,Front,Unleaded,7.6,151597.0,Silver / Black,-,Hatchback,missing_dr,missing_seats,VIC,4.0,2.2
Mazda,2018,CX-3,2018 Mazda CX-3 Akari LE (awd),USED,Automatic,AWD,Unleaded,6.7,44002.0,White / Leather,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Ford,2011,Falcon,2011 Ford Falcon XR6 Limited Edition,USED,Automatic,Rear,Unleaded,9.9,110058.0,Red / -,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,4.0
Holden,2005,Crewman,2005 Holden Crewman,USED,Automatic,Rear,Unleaded,7.6,161200.0,Blue / -,-,Ute / Tray,missing_dr,missing_seats,TAS,4.0,2.2
Nissan,2020,Leaf,2020 Nissan Leaf,USED,Automatic,Front,Electric,7.6,13662.0,White / Black Leather,0 L,Hatchback,5 Doors, 5 Seats, WA,4.0,2.2
Toyota,2021,Landcruiser,2021 Toyota Landcruiser 70 Series GXL 70TH Anniversary Spec EDT,USED,Manual,4WD,Diesel,10.7,36690.0,White / Black,8 cyl,SUV,4 Doors, 5 Seats,VIC,8.0,4.5
Toyota,2015,Hilux,2015 Toyota Hilux Workmate,USED,Manual,Rear,Unleaded,11.0,357454.0,White / Grey Leather,4 cyl,Ute / Tray,2 Doors, 3 Seats,NSW,4.0,2.7
Toyota,2017,Hilux,2017 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,130848.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.8
Toyota,2021,Camry,2021 Toyota Camry Ascent,USED,Automatic,Front,Premium,7.6,35241.0,White / -,-,missing_btc,missing_dr,missing_seats,VIC,4.0,2.2
Ford,2018,Mondeo,2018 Ford Mondeo Ambiente Tdci,USED,Automatic,Front,Diesel,5.3,68454.0,Silver / Grey,4 cyl,Wagon,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2010,Hilux,2010 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.5,225232.0,- / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,3.0
Nissan,2014,Pulsar,2014 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,6.7,146868.0,Red / -,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,1.8
Mini,2014,Paceman,2014 Mini Paceman Cooper JCW ALL4,USED,Automatic,AWD,Premium,8.3,87861.0,Blue / White,4 cyl,Hatchback,3 Doors, 4 Seats,QLD,4.0,1.6
Mitsubishi,2018,Pajero,2018 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,4WD,Diesel,9.0,101260.0,Grey / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,3.2
Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,51756.0,White / Black Fabric,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,2.4
Hyundai,2014,I30,2014 Hyundai I30 Tourer Active 1.6 GDI,USED,Automatic,Front,Unleaded,6.9,228225.0,White / -,4 cyl,Wagon,4 Doors, 5 Seats,NSW,4.0,1.6
Holden,2013,Cruze,2013 Holden Cruze Equipe,USED,Manual,Front,Unleaded,7.0,213685.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.8
Subaru,2018,Impreza,2018 Subaru Impreza 2.0I (awd),USED,Automatic,AWD,Unleaded,6.6,88217.0,White / Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,2.0
Ford,2016,Ranger,2016 Ford Ranger Wildtrak 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,144410.0,White / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Jeep,2014,Grand,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,4WD,Premium,10.4,108076.0,Black / -,6 cyl,SUV,4 Doors, 5 Seats,QLD,6.0,3.6
Hyundai,2017,Santa,2017 Hyundai Santa FE Active X,USED,Automatic,Front,Unleaded,10.5,59804.0,Black / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.3
Holden,2010,Commodore,2010 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,10.1,243045.0,Silver / Charcoal Grey Cloth,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,3.6
Toyota,2012,Estima,2012 Toyota Estima,USED,-,Other,Unleaded,7.6,96632.0,White / Black,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2020,Landcruiser,2020 Toyota Landcruiser LC200 GX (4X4),USED,Automatic,4WD,Diesel,9.5,96154.0,White / Grey,8 cyl,SUV,4 Doors, 5 Seats,NSW,8.0,4.5
Kia,2023,Seltos,2023 Kia Seltos Sport+ (awd),NEW,Automatic,AWD,Unleaded,7.4,10.0,Blue / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.6
Honda,2016,Civic,2016 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,6.0,35612.0,Silver / Black,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,1.5
Ford,2005,Falcon,2005 Ford Falcon Futura,USED,Automatic,Rear,Unleaded,11.5,216986.0,Blue / -,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,4.0
Ford,2019,Transit,2019 Ford Transit Custom 300S (swb),USED,Automatic,Front,Diesel,7.2,79662.0,White / Cloth,4 cyl,Commercial,2 Doors, 3 Seats,VIC,4.0,2.0
Jaguar,2008,X,2008 Jaguar X Type 2.1 V6 LE,USED,Automatic,Front,Premium,10.0,136664.0,Black / -,6 cyl,Sedan,4 Doors, 5 Seats,QLD,6.0,2.1
Kia,2021,Cerato,2021 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,19795.0,White / Black,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,2.0
Ford,2011,Territory,2011 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,8.2,121025.0,Silver / -,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,2.7
Kia,2016,Picanto,2016 Kia Picanto SI,USED,Automatic,Front,Unleaded,5.3,79737.0,White / -,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.2
Subaru,2014,WRX,2014 Subaru WRX (AWD),USED,Manual,AWD,Premium,9.2,125628.0,White / Cloth,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Holden,2013,Cruze,2013 Holden Cruze CD,USED,Manual,Front,Unleaded,7.0,147795.0,Red / -,4 cyl,Hatchback,5 Doors, 5 Seats,ACT,4.0,1.8
Audi,2023,A5,2023 Audi A5 45 Tfsi Quattro S Line Mhev,DEMO,-,AWD,Hybrid,7.1,2088.0,Black / Black/Black,4 cyl,Other,4 Doors, 5 Seats,NSW,4.0,2.0
Holden,2015,Colorado,2015 Holden Colorado LS (4X4),USED,Manual,4WD,Diesel,7.9,230000.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Toyota,2021,RAV4,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,79764.0,White / Black,4 cyl,SUV,5 Doors, 5 Seats,VIC,4.0,2.5
Ford,2021,Mustang,2021 Ford Mustang GT 5.0 V8,USED,Manual,Rear,Premium,13.0,7222.0,Silver / Leather,8 cyl,Hatchback,2 Doors, 4 Seats,NSW,8.0,5.0
Lexus,2016,RC350,2016 Lexus RC350 F Sport,USED,Automatic,Rear,Premium,9.4,84766.0,Black / Black,6 cyl,Coupe,2 Doors, 4 Seats,VIC,6.0,3.5
MG,2021,HS,2021 MG HS Excite,USED,Automatic,Front,Unleaded,7.3,41721.0,Red / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.5
Toyota,2017,C-HR,2017 Toyota C-HR HYBRID 1.8L 5 SEATER,USED,-,Other,-,7.6,23653.0,White / -,-,Hatchback,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2019,Camry,2019 Toyota Camry SL V6,USED,Automatic,Front,Unleaded,8.7,66942.0,Black / Black,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,3.5
Toyota,2015,Corolla,2015 Toyota Corolla Ascent Sport,USED,Manual,Front,Unleaded,7.1,97000.0,White / Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.8
Skoda,2022,Kodiaq,2022 Skoda Kodiaq Style (4X4) 132TSI,NEW,Automatic,4WD,Premium,8.2,12.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,2.0
Mazda,2015,6,2015 Mazda 6 Sport,USED,Automatic,Front,Unleaded,6.6,79709.0,White / Grey,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,2.5
Ford,2015,Ecosport,2015 Ford Ecosport Trend,USED,Automatic,Front,Premium,6.5,101344.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,1.5
Toyota,2019,Hilux,2019 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,92608.0,White / Black Fabric,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.8
Hyundai,2020,Kona,2020 Hyundai Kona Active (fwd),USED,Automatic,Front,Unleaded,7.2,61825.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Volvo,2022,XC60,2022 Volvo XC60 B6 R-Design Mhev,USED,Automatic,AWD,Hybrid,8.0,20049.0,Blue / -,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Ford,2017,Mustang,2017 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,Rear,Premium,12.6,27786.0,White / Black,8 cyl,Coupe,2 Doors, 4 Seats, SA,8.0,5.0
Mercedes-Benz,2019,GLC200,2019 Mercedes-Benz GLC200,USED,Automatic,AWD,Premium,7.2,58335.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2014,Estima,2014 Toyota Estima ESTIMA ACR50,USED,-,Other,-,7.6,103389.0,Black / -,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Volkswagen,2023,T-Cross,2023 Volkswagen T-Cross 85Tfsi Style (restricted Feat),DEMO,Automatic,Front,Premium,5.4,9.0,Black / Black/Grey,3 cyl,SUV,4 Doors, 5 Seats,NSW,3.0,1.0
Toyota,2005,HiAce,2005 Toyota HiAce Commuter,USED,Automatic,Rear,Unleaded,7.6,196998.0,White / Black,-,Commercial,missing_dr,missing_seats,NSW,4.0,2.2
Chrysler,2017,300,2017 Chrysler 300 SRT Core,USED,Automatic,Rear,Premium,13.0,59700.0,Black / -,8 cyl,Sedan,4 Doors, 5 Seats,NSW,8.0,6.4
Mazda,2018,3,2018 Mazda 3 NEO Sport,USED,Automatic,Front,Unleaded,5.8,83141.0,White / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Mercedes-Benz,2014,C250,2014 Mercedes-Benz C250 Avantgarde,USED,Automatic,Rear,Premium,6.9,68909.0,Silver / Black,4 cyl,Wagon,4 Doors, 5 Seats,NSW,4.0,1.8
Holden,2016,Colorado,2016 Holden Colorado LS (4X4),USED,Automatic,4WD,Diesel,9.1,202279.0,Silver / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Ssangyong,2023,Musso,2023 Ssangyong Musso Ultimate LUX,NEW,Automatic,4WD,Diesel,8.6,22.0,Grey / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.2
Subaru,2016,Impreza,2016 Subaru Impreza 2.0I (awd),USED,Automatic,AWD,Unleaded,6.8,95729.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,2.0
Ford,2017,Escape,2017 Ford Escape Trend (fwd),USED,Automatic,Front,Premium,7.2,59133.0,Silver / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.5
Nissan,2015,Pathfinder,2015 Nissan Pathfinder ST (4X2),USED,Automatic,Front,Premium,9.9,89000.0,White / -,6 cyl,SUV,4 Doors, 7 Seats,VIC,6.0,3.5
Honda,2021,Accord,2021 Honda Accord VTi-LX,USED,Automatic,Front,Unleaded,7.6,60761.0,White / Black,-,missing_btc,missing_dr,missing_seats,VIC,4.0,2.2
Volkswagen,2017,Golf,2017 Volkswagen Golf GTI,USED,Automatic,Front,Premium,6.2,52376.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,2.0
Volkswagen,2013,Golf,2013 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,Front,Premium,5.4,146889.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.4
Volkswagen,2013,Touareg,2013 Volkswagen Touareg V6 TDI,USED,Automatic,AWD,Diesel,7.4,177873.0,Grey / Leather,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.0
Hyundai,2015,I30,2015 Hyundai I30 Trophy,USED,Automatic,Front,Unleaded,7.1,48400.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.8
Isuzu,2022,MU-X,2022 Isuzu MU-X LS-U (4X2),USED,Automatic,Front,Diesel,7.8,27079.0,Silver / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,3.0
Kia,2020,Sorento,2020 Kia Sorento S 7 Seat,USED,Automatic,AWD,Diesel,6.1,58995.0,Silver / -,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,2.2
